ctry_name,intgrtd_mngmt_name,intgrtd_operating_team_name,city,st,sec_lvl_domn,device_type,operating_sys,ip_addr,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,hour_avg,daily_avg,avg_bounce_rate,date,bot_prob
Argentina,SSA,Latin America,BUENOS AIRES,CIUDAD DE BUENOS AIRES,BANCOFRANCES.COM.AR,unkown_device,LINUX,af160221b14434004b2e76fef4e20730d1b8eca468cf519fdd746117fd51a7fc,0,0,0,0,0,0,0,0,0,0,0,3,1,21,12,0,0,1,0,0,0,0,0,0,1.5833333333333333,38,100.0,2019-06-10,0.35
Japan,Japan,Japan,CHIYODA-KU,TOKYO,DAI-ICHI-LIFE.CO.JP,unkown_device,LINUX,2259ed7e2baf384ef3908ac780d7167a432f5374ecb449e9af6e72fe11457afd,14,12,15,0,31,10,15,10,5,25,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,144,100.0,2019-06-10,0.35
Croatia,CEE,Europe,ZAGREB,GRAD ZAGREB,T-COM.HR,unkown_device,LINUX,55882e993967a6281f00f462c3dab8d607d335b8ca85dda0c3af8afe8713f569,0,0,0,0,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1.25,30,100.0,2019-06-10,0.35
Japan,Japan,Japan,YOKKAICHI,MIE,MIE-U.AC.JP,unkown_device,LINUX,59469cca0a7f768e425499f81e5ff083c2320eea31b15ff6e47f3a13c5f7359d,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1.0416666666666667,25,100.0,2019-06-10,0.35
United States,United States,North America,MIAMI,FLORIDA,SBCGLOBAL.NET,unkown_device,LINUX,30ee4654056dd28b6b4ff6a6df001f9e2ca4d7f4286c0a45ed853bad9a506cd8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,7,0,1.125,27,100.0,2019-06-10,0.35
Israel,SPGI,Europe,PETAH TIKVA,HAMERKAZ,COCONET.PL,unkown_device,LINUX,dd4fb8d2ba962ce9823b7ecf65048d24245a5323727b70cb39c95eb2728b224e,0,0,0,0,0,0,3,19,9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333333333,50,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,GURGAON,HARYANA,SPECTRANET.IN,unkown_device,LINUX,b3b46c01ee755ac0f8031383e2fc8176f1b2d870e606a8436c64292dc3d12170,0,0,0,0,1,0,0,0,0,11,29,5,6,1,0,0,0,0,0,0,0,0,1,0,2.25,54,100.0,2019-06-10,0.35
Croatia,CEE,Europe,ZAGREB,GRAD ZAGREB,BIOS-VARAZDIN.HR,unkown_device,LINUX,00f75afc6efbe1933828282e33aee50f1f6a0e4348dec6b6cddcdfdf263c8633,0,0,0,0,0,0,0,7,5,9,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1.0833333333333333,26,100.0,2019-06-10,0.35
United States,United States,North America,PFLUGERVILLE,TEXAS,GM.COM,unkown_device,LINUX,2bed2b77ccbd064e90700ec01fb95051cb5bffe973d910df644e0cfa338df31a,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,2,2,0,11,0,0,0,0,1.5,36,100.0,2019-06-10,0.35
Canada,Canada,North America,AHUNTSIC-CARTIERVILLE,QUEBEC,B2B2C.CA,unkown_device,LINUX,d0b0b15735024f577a55a58428fd2b1341fa08bba3a54c8f63ccc1fef1a28d1f,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,25,1,23,5,7,1,2,0,3.1666666666666665,76,100.0,2019-06-10,0.35
Finland,Nordic,Europe,HELSINKI,UUSIMAA,NEBULAZONE.FI,unkown_device,LINUX,04e74fa9d95687e6b3c3fd52620c18abb7df6a3479beb76c38288f4ec2344be8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,4,7,0,0,0,0,0,0,1.625,39,100.0,2019-06-10,0.35
Turkey,Middle East & Africa,Middle East & Africa,ISTANBUL,ISTANBUL,SUPERONLINE.NET,unkown_device,LINUX,83ed1423540e6ec8e54fbf8f17df93672f44a810f4401fffcb176bcad24ae58d,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2916666666666667,31,100.0,2019-06-10,0.35
Japan,Japan,Japan,OSAKA-SHI,OSAKA,OSAKA-U.AC.JP,unkown_device,LINUX,bdf164d48109f604113f09fc127cd700b0b81f768d84e603cf055a70127ba124,0,0,0,1,10,9,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,38,100.0,2019-06-10,0.35
Pakistan,Middle East & Africa,Middle East & Africa,KARACHI,SINDH,TW1.COM,unkown_device,LINUX,75272514e944045d93477bf7171af7b4098c231087afe949a1fa5970db550578,0,0,0,0,0,0,0,0,1,17,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1.0416666666666667,25,100.0,2019-06-10,0.35
Belarus,CEE,Europe,VITSYEBSK,VITSYEBSK,VITEBSK.BY,unkown_device,LINUX,5f787b2ac76b6836c0d9c2028365eb9c22ccdc75c89d09c38fc855d5e7f34f7e,0,0,0,0,0,0,5,0,1,1,2,20,7,2,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,38,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,DIVINOPOLIS,MINAS GERAIS,MASTERCABO.COM.BR,unkown_device,LINUX,843695dfbaa75b9a1aecb8cbd1fd0fc7088ab3258dfa49c0cfa99b1d2e6d3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,1.2083333333333333,29,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,CHENNAI,TAMIL NADU,ACTCORP.IN,unkown_device,LINUX,35001414c48119a40b1e891e5e023eca230a378ef0d6abaca552915d649fa842,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,2,0,0,0,0,0,0,0,0,1.7916666666666667,43,100.0,2019-06-10,0.35
Germany,DACH,Europe,FRANKFURT AM MAIN,HESSEN,VODAFONE-IP.DE,unkown_device,LINUX,2b82d0a9014151d5f6e97963cd82e90e7ad42cf832aea1fbdce20ec445033ffa,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,15,10,26,10,5,7,0,0,3.458333333333333,83,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,SANGRUR,PUNJAB,NIITUNIVERSITY.IN,unkown_device,LINUX,c617b4e9f2468cd7a8f2efbe2cf9fb05fe283845db579fe3c9a9b493274725b6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,10,4,0,0,0,0,1.3333333333333333,32,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,BRASILIA,DISTRITO FEDERAL,unkown_domain,unkown_device,LINUX,b277f198ac8449034013e14044847a20703c9ffacaf4280c55733652f288050f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,0,0,0,0,1.0833333333333333,26,100.0,2019-06-10,0.35
Tunisia,Middle East & Africa,Middle East & Africa,TUNIS,TUNIS,unkown_domain,unkown_device,LINUX,7d59116d7c755742bef3be6bd4761d585b9eb8e4fd85ae442b147421b91224a9,0,0,0,0,0,0,0,0,7,8,3,1,0,0,1,7,0,0,0,0,0,0,0,0,1.125,27,100.0,2019-06-10,0.35
United States,United States,North America,RANCHO SANTA MARGARITA,CALIFORNIA,COX.NET,unkown_device,LINUX,3fdd8757437319fa12c9ef9e125aec0de3e746ed858ef5db7e77c48810d712fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,18,0,0,0,0,0,1.1666666666666667,28,100.0,2019-06-10,0.35
Angola,Middle East & Africa,Middle East & Africa,LUANDA,LUANDA,CO.AO,unkown_device,LINUX,4e4b0f8bffa02a2f742e96410adaab76b42b6344cae1db32aabdf99ac9cea741,0,0,0,0,0,0,0,0,0,6,3,17,0,1,0,0,0,0,0,0,0,0,0,0,1.125,27,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,NAVI MUMBAI,MAHARASHTRA,unkown_domain,unkown_device,LINUX,0570d809146db65aff9fbe467d23154503a53f3da6c5b04394cb888222e0fcf9,4,0,0,0,2,12,3,0,0,0,0,0,0,1,0,7,0,0,2,0,0,0,0,0,1.2916666666666667,31,100.0,2019-06-10,0.35
United States,United States,North America,NEW BERN,NORTH CAROLINA,CAROLINAEASTHEALTH.COM,unkown_device,LINUX,9d2d38d9a0d1527f7ffdeb65ff797f65b5e9e5a8f741a91acc8022a951b210f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,13,0,0,0,0,0,1.375,33,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,DELHI,DELHI,unkown_domain,unkown_device,LINUX,8771ff2e29ee02a9ed8e8cdca85a7b2633d3a0359664fb7b9ff9b42d8222c2f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,19,0,0,0,0,1.25,30,100.0,2019-06-10,0.35
Canada,Canada,North America,VICTORIA,BRITISH COLUMBIA,UVIC.CA,unkown_device,LINUX,c43fa0bac82434c729c51f1fa20d6b0ecb697e8c9969c6e2f00e1ecf21c49d8b,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,1,0,1,1,2,1,3,0,1.0833333333333333,26,100.0,2019-06-10,0.35
United States,United States,North America,BLOOMINGTON,ILLINOIS,FRONTIERNET.NET,unkown_device,LINUX,91a7163751d5a2bfcef68fcab414c0f1a3220f6c52725010820954cb2e21672d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,6,6,15,0,0,1.4583333333333333,35,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,RIO DE JANEIRO,RIO DE JANEIRO,unkown_domain,unkown_device,LINUX,69831f8ec61dd99188c92abcb7a86198ce3d0bf4cfa4c2786b26e24140da874c,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,4,31,8,0,4,0,0,2.2916666666666665,55,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,GUARULHOS,SAO PAULO,GVT.NET.BR,unkown_device,LINUX,34b153ebc428476aea0f561ab12234769a8b53834020662084fd18b34641f9cd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,23,0,2.1666666666666665,52,100.0,2019-06-10,0.35
Ukraine,CEE,Europe,KHARKIV,KHARKIVS'KA OBLAST',VELTON.UA,unkown_device,LINUX,a55a2900833145ba0dea758efd8b5bc8b8849c92f0ecd180ad0b0fdb8c0431c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,1.3333333333333333,32,100.0,2019-06-10,0.35
United States,United States,North America,MIAMI,FLORIDA,MIAMI.EDU,unkown_device,LINUX,f5949997dccfd87f26f2079b9000a172a131d4426e20b238297c8128a9b171b8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,1,0,29,5,0,0,0,0,0,2.625,63,100.0,2019-06-10,0.35
United States,United States,North America,PHILADELPHIA,PENNSYLVANIA,VERIZON.NET,unkown_device,LINUX,1ce7a1958b9939c6252198e2a73a982687fa2402e80ea3f3b8a26b39a85f93ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,1,13,0,0,0,0,1.0833333333333333,26,100.0,2019-06-10,0.35
Spain,SPGI,Europe,ZARAGOZA,ZARAGOZA,ONO.COM,unkown_device,LINUX,90b1e3ed4a41abd08eaf0a2535f01b596b9d345d357f70d110670e87a47a1acc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,23,0,0,0,0,0,0,0,0,1.5833333333333333,38,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,AHMEDABAD,GUJARAT,unkown_domain,unkown_device,LINUX,a1508ce948d4711aa0a36491e3c66a99d470f209b2ff370919db5c575eb8600f,0,0,0,0,0,2,10,2,4,5,15,27,3,0,0,0,0,0,0,0,0,0,0,0,2.833333333333333,68,100.0,2019-06-10,0.35
Australia,Australia/NZ,Asia Pacific,IPSWICH,QUEENSLAND,OPTUSNET.COM.AU,unkown_device,LINUX,3f5a383ba10f304a3082055f8a0136da736c171762828ab20f82b641e2c7d455,0,9,17,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4166666666666667,34,100.0,2019-06-10,0.35
Taiwan,Greater China,Greater China Group,TAIPEI,TAIPEI,HINET.NET,unkown_device,LINUX,0d0ba69f88184e152589d5d12a15c6b822de092428bdf024e914fa2ef1c83f8e,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,45,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,RIO DE JANEIRO,RIO DE JANEIRO,MUNDIVOX.COM,unkown_device,LINUX,306a5aaa2b1743870eb00be0558bd0a4b710d3ba89d3bb331af52493c6d555ce,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,1.375,33,100.0,2019-06-10,0.35
India,India-South Asia,Asia Pacific,DELHI,DELHI,unkown_domain,unkown_device,LINUX,08b0fbb01d5a7f39da6039fe687e37042caa91a3a8aa85139ad3447ce2e8a02f,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,33,100.0,2019-06-10,0.35
Peru,SSA,Latin America,LIMA,LIMA PROVINCE,DEST.COM.PE,unkown_device,LINUX,775088fe398d1d926eb22b57114d899b164a7d43c2754e874c05c45319d05ed9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,23,17,1,4,2.1666666666666665,52,100.0,2019-06-10,0.35
Morocco,Middle East & Africa,Middle East & Africa,MARRAKECH,MARRAKECH-SAFI,INWITELECOM.NET,unkown_device,LINUX,b8eb7a74d28336489e8f0ee5ea6b51e3f48dfe761a60542b9f82ac414e19c43f,0,19,0,0,0,0,0,0,0,0,1,1,1,0,3,0,2,2,0,0,0,0,0,0,1.2083333333333333,29,100.0,2019-06-10,0.35
Brazil,Brazil,Latin America,BELO HORIZONTE,MINAS GERAIS,UFMG.BR,unkown_device,LINUX,0f848010abb52d3c050531d8dfebd8eeed00d9a28c3ac8fe18e47246decf2685,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,2,0,0,2,4,0,0,0,1.0416666666666667,25,100.0,2019-06-10,0.35
Panama,SSA,Latin America,PANAMA,PANAMA,PLASOC.COM,unkown_device,LINUX,d47b6a2546cee4f8566ab1655eee0ca7c8380406c748206e68c4acdc4452612b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,22,0,1.0833333333333333,26,100.0,2019-06-10,0.35
Czech Republic,CEE,Europe,BRNO,JIHOMORAVSKY KRAJ,UPCBROADBAND.CZ,unkown_device,LINUX,79081b0fdf5c78e24d00f44d8e8cda1043294051c899b02ecede4f9de094003e,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,15,7,0,0,0,0,0,0,1.4166666666666667,34,100.0,2019-06-10,0.35
Czech Republic,CEE,Europe,OLOMOUC,OLOMOUCKY KRAJ,MORNET-IP.CZ,unkown_device,LINUX,fcb89bd3b0c255c4a0b4389c02b5b4c2ffe1530479f40617b9eee265357dec7d,0,0,0,0,0,0,1,6,1,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1.125,27,100.0,2019-06-10,0.35
Russian Federation,CEE,Europe,MOSKVA,MOSKVA,FONDGKH.RU,unkown_device,LINUX,fb23029876a68eb05540f6ca0126a18909a8b06e89a40c8fff10d0924cf4d01f,0,0,0,0,0,0,0,3,7,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.375,33,100.0,2019-06-10,0.35
Bulgaria,CEE,Europe,IZGREV,SOFIYA-GRAD,MAXTELECOM.BG,unkown_device,LINUX,2eb448c64bf95821d34203380a020e9bcb7db83031d6a2a7a19aae455fabefbe,0,0,0,0,0,0,0,0,0,0,8,22,0,1,0,0,0,0,0,0,0,0,0,0,1.2916666666666667,31,100.0,2019-06-10,0.35
Spain,SPGI,Europe,MADRID,MADRID,RIMA-TDE.NET,unkown_device,LINUX,1df7d90497dce5357c964eee3a94645a7201219a1055df7c190471f4e7bb6182,0,0,0,0,0,0,0,0,0,45,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.083333333333333,50,100.0,2019-06-10,0.35
Japan,Japan,Japan,TOKYO,TOKYO,BBTEC.NET,unkown_device,LINUX,1b02777fb4e8ff18eb9b71022643ef81665796c0e6122af7bcfcaf33005c0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.0416666666666667,25,100.0,2019-06-10,0.35
United States,United States,North America,FREMONT,CALIFORNIA,unkown_domain,unkown_device,LINUX,f9b7be43e62aa056c882b71c99b09f6c40f3b27b40cf26f4062161b256d9f1fc,0,3,1,5,2,0,1,2,0,2,3,0,2,0,2,0,4,2,2,2,1,0,0,1,1.4583333333333333,35,100.0,2019-06-07,0.35
United States,United States,North America,DENVER,COLORADO,unkown_domain,unkown_device,LINUX,2fb690e8af38260eb9b561a6924bbfb981b4956ed004275b6e18cc0b6d3b95b6,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17.958333333333332,431,100.0,2019-06-07,0.35
United States,United States,North America,CHICAGO,ILLINOIS,SINGLEHOP.COM,unkown_device,LINUX,8da6010ea872d544cf74fa10b221cd3879dac08ef6aa5ce64681bf96cb3c6128,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0,288,100.0,2019-06-07,0.35
United States,United States,North America,DENVER,COLORADO,unkown_domain,unkown_device,LINUX,f4e0e98e387e10b147f12ab4d441addc70e73f13bf87a0c1f6b557ac6b6ddaf5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,144,100.0,2019-06-07,0.35
United States,United States,North America,ASHBURN,VIRGINIA,PAYSPACE.LV,unkown_device,LINUX,b8f3c4dac72229b7cd7bc7783cd785a2dfdf9e6e23848b95381b33c9641fd807,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,144,100.0,2019-06-07,0.35
United States,United States,North America,ATLANTA,GEORGIA,DAILYDNS.COM,unkown_device,LINUX,1845bc2ecccbc5f4c02d15106f9174370a0247959fc11a3a6e7813920f25ffdf,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0,288,100.0,2019-06-07,0.35
United States,United States,North America,DENVER,COLORADO,unkown_domain,unkown_device,LINUX,9597508a8f61c1c72412a01dbce0b9de6a1a285802dfa32b782d233c62960d75,12,12,11,12,12,12,11,12,11,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,11.833333333333336,284,100.0,2019-06-07,0.35
United States,United States,North America,DENVER,COLORADO,unkown_domain,unkown_device,LINUX,dc7d70b03fbafb8f30c5f1b30b8bb03a94d341716e7c2e6a3735d8a2e5f785ee,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,144,100.0,2019-06-07,0.35
United States,United States,North America,DALLAS,TEXAS,ANYCAST.NET,unkown_device,LINUX,b619ade913f69f858482edf36410c3a775f6a43b307b44ced88e33f30070ac37,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11.958333333333336,287,100.0,2019-06-07,0.35
United States,United States,North America,NEW YORK,NEW YORK,unkown_domain,unkown_device,LINUX,4e20587477820f38075f48c0c1b66a40d754af2281cab8bcf28db5a9adcaa9b0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,11.958333333333336,287,100.0,2019-06-07,0.35
United States,United States,North America,ASHBURN,VIRGINIA,DOULIKE.COM,unkown_device,LINUX,6133fa88eeeca4bb28e3be7b416793228fcdb3638d4affd1f48178494350cdc1,12,12,12,12,12,11,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,11.916666666666664,286,100.0,2019-06-07,0.35
Ecuador,SSA,Latin America,GUAYAQUIL,GUAYAS,NETLIFE.EC,unkown_device,LINUX,ee39a7c614399ae5a9c69beb72631b98bf656b3988f9c6f97dab5f5f059bf134,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,4,6,0,1.3333333333333333,32,100.0,2019-06-07,0.35
Cambodia,ASEAN,Asia Pacific,PHNOM PENH,PHNUM PENH,DIGI.COM.KH,unkown_device,LINUX,b7b26c40f81bcda58d20d77c829a0f27468b849e8e5e49d55435405e233d660c,0,0,1,0,6,3,37,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.708333333333332,137,100.0,2019-06-07,0.35
Russian Federation,CEE,Europe,YEKATERINBURG,SVERDLOVSKAYA OBLAST',MTS.RU,unkown_device,LINUX,979677aebeb66336a000ec0b78f2c8bad26a33fc459feef31ee9390f42f132d7,0,0,0,0,0,0,4,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.208333333333333,77,100.0,2019-06-07,0.35
Cambodia,ASEAN,Asia Pacific,PHNOM PENH,PHNUM PENH,DIGI.COM.KH,unkown_device,LINUX,5738882bccf1670e7f2e655873865855ffdca31629c680b63cc0cfc85f1595e7,0,0,2,0,3,1,12,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,87,100.0,2019-06-07,0.35
United States,United States,North America,DALLAS,TEXAS,unkown_domain,unkown_device,LINUX,d096d6960afe4ceceb7cc15c850c03a76cabdca70db8035edbe92e7eac7e5793,21,58,23,26,45,11,24,17,15,26,38,41,33,12,48,29,18,51,54,29,40,50,19,35,31.79166666666667,763,100.0,2019-06-07,0.35
Germany,DACH,Europe,BERLIN-TEMPELHOF,BERLIN,KABEL-DEUTSCHLAND.DE,unkown_device,LINUX,af4306197cb2978569468bfb4c5b9d7bf9db9a1f7bc351673658692da2342b13,0,0,2,0,28,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1.6666666666666667,40,100.0,2019-06-07,0.35
Germany,DACH,Europe,DUESSELDORF,NORDRHEIN-WESTFALEN,STUTTGARTER.DE,unkown_device,LINUX,5d8deaedd5806f6c4974aeaeb78d206e9c77e66e2c13643befbfd7923b711190,0,0,0,0,0,3,5,23,9,12,5,10,3,10,0,0,0,0,0,0,0,0,0,0,3.333333333333333,80,100.0,2019-06-07,0.35
United States,United States,North America,CHICAGO,ILLINOIS,SINGLEHOP.NET,unkown_device,LINUX,b049fa7bd0b308f8bdcd9aed7141ac182f61869c1ba6d612f33c5d0cc4a7ab46,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,12,12,11.875,285,100.0,2019-06-07,0.35
United States,United States,North America,DENVER,COLORADO,unkown_domain,unkown_device,LINUX,0122c6b3a3ae832d6b5e7f865e54fcf6cb11d0ae137d74035d57df2e5194389f,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,144,100.0,2019-06-07,0.35
Australia,Australia/NZ,Asia Pacific,SYDNEY,NEW SOUTH WALES,REALHOST.COM.AU,unkown_device,LINUX,0b99f0d83fa22296799c037ff484690ce2212a5bb1fc09641ce2ecaa2fbfdbd0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,7,0,46,4,0,1,1,2,2,2,3.5,84,100.0,2019-06-07,0.35
India,India-South Asia,Asia Pacific,MYSORE,KARNATAKA,AIRTEL.IN,unkown_device,LINUX,2539b2c6b0c5ee117eb8f25bc39daed503407d4f0768aa226197cc5ced4bcbda,0,0,0,0,0,25,37,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.75,66,100.0,2019-06-07,0.35
United States,United States,North America,SPRING,TEXAS,TEKNAS.COM,unkown_device,LINUX,c40f245c66aaa2995148dac480225c245b98604def14b8633d9eec2fea839e82,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0,144,100.0,2019-06-07,0.35
Germany,DACH,Europe,NUERNBERG,BAYERN,NOVELL.COM,unkown_device,LINUX,803a87e5b1a3bb857444c13ec1f5ee83ea1b914cbd08d328219a6775cbdb7094,0,0,0,0,0,0,0,9,9,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1.2083333333333333,29,100.0,2019-06-07,0.35
Cambodia,ASEAN,Asia Pacific,PHNOM PENH,PHNUM PENH,unkown_domain,unkown_device,LINUX,1987d514055f6fc13f6fde9c4474ed20225ea2acbd34820a43f7024503fd9b8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,2,1,0,0,0,0,5.666666666666668,136,100.0,2019-06-07,0.35
Brazil,Brazil,Latin America,BRASILIA,DISTRITO FEDERAL,unkown_domain,unkown_device,LINUX,1aafac92b79566e10b5691a514f47af765ede971d7ea92bd37771d1e3ce9fc16,0,0,0,0,0,0,0,0,0,0,0,19,17,10,8,0,1,0,0,0,0,0,0,0,2.2916666666666665,55,100.0,2019-06-07,0.35
Cambodia,ASEAN,Asia Pacific,PHNOM PENH,PHNUM PENH,unkown_domain,unkown_device,LINUX,592398a66e047676c6a0b676be4865eb76f635d9af49c733cee3f6add202ca52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,5.291666666666667,127,100.0,2019-06-07,0.35
United States,United States,North America,SPRING,TEXAS,PREMIERWAY.COM,unkown_device,LINUX,ad05031b5258505665be8b92a167d58a751d935bbb11efdcda647ac223637a01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,3,6,0,0,0,0,1.2916666666666667,31,100.0,2019-06-07,0.35
Cambodia,ASEAN,Asia Pacific,PHNOM PENH,PHNUM PENH,unkown_domain,unkown_device,LINUX,e33459a43c69b2300a41f8e52a12cd6c0774efb3626ee2201cc35e86439507d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,2,0,0,0,0,4.291666666666667,103,100.0,2019-06-07,0.35
India,India-South Asia,Asia Pacific,CHENNAI,TAMIL NADU,VSNL.NET.IN,unkown_device,LINUX,d63eddcbf9e963d75f002fbf57d74484039f6704f2969ccc09034d1105d3077a,0,0,0,0,1,3,0,4,8,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,1.2083333333333333,29,100.0,2019-06-07,0.35
Brazil,Brazil,Latin America,CURITIBA,PARANA,COPEL.NET,unkown_device,LINUX,1bf9d9e3ec1d6080e950d7fe518328cf38538851a2a825ee6e8214e1762b1fe4,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5,0,0,0,4,0,8,0,0,0,1.125,27,100.0,2019-06-07,0.35
Poland,CEE,Europe,RZESZOW,PODKARPACKIE,unkown_domain,unkown_device,LINUX,39af351452d3f0671e9874d5a629a70f3488b2539a0ac3699304aa17adf2eb44,0,0,0,0,0,0,0,1,0,5,3,45,0,0,0,0,0,0,0,0,0,0,0,0,2.25,54,100.0,2019-06-07,0.35
France,France,Europe,AUBERVILLIERS,SEINE-SAINT-DENIS,unkown_domain,unkown_device,LINUX,a450a6eea1753ab1ce91c3f5c6681ecb46c32ebf102b1bbb3c2d74682ba46b06,0,0,0,0,0,0,0,0,1,7,0,0,3,22,4,0,0,0,0,0,0,0,0,0,1.5416666666666667,37,100.0,2019-06-07,0.35
